time_total,time_GTT,H1_G_opt,H1_G_min,H1_G_max,H2_G_opt,H2_G_min,H2_G_max,Glycemic_level
292.12,,,8.888700153,9.297173283,,9.573864796,9.84145177,
292.13,,,8.886241769,9.295465589,,9.572708893,9.840863872,
292.14,,,8.883785276,9.293758858,,9.571553467,9.840276102,
292.15,,,8.881330671,9.292053091,,9.570398518,9.839688463,
292.16,,,8.878877954,9.290348287,,9.569244045,9.839100952,
292.17,,,8.876427122,9.288644444,,9.568090048,9.838513571,
292.18,,,8.873978173,9.286941563,,9.566936527,9.837926319,
292.19,,,8.871531105,9.285239642,,9.565783482,9.837339196,
292.2,,,8.869085916,9.28353868,,9.564630911,9.836752203,
292.21,,,8.866642605,9.281838677,,9.563478816,9.836165338,
292.22,,,8.864201169,9.280139632,,9.562327195,9.835578602,
292.23,,,8.861761607,9.278441545,,9.561176048,9.834991995,
292.24,,,8.859323916,9.276744414,,9.560025375,9.834405516,
292.25,,,8.856888095,9.275048239,,9.558875176,9.833819167,
