time_total,Glucose_max,Glucose_min,Glucose_opt,Insulin_max,Insulin_min,Insulin_opt
185.83,8.922780731,6.506084475,7.864786863,1.388953548,1.388953548,1.805412935
185.84,8.92237015,6.505186525,7.864158094,1.388834412,1.388834412,1.805258112
185.85,8.921959593,6.504288775,7.863529394,1.388715249,1.388715249,1.805103274
185.86,8.921549059,6.503391227,7.862900764,1.388596056,1.388596056,1.80494842
185.87,8.921138549,6.50249388,7.862272203,1.388476836,1.388476836,1.804793551
185.88,8.920728063,6.501596735,7.861643712,1.388357587,1.388357587,1.804638667
185.89,8.920317601,6.500699791,7.86101529,1.38823831,1.38823831,1.804483767
185.9,8.919907163,6.499803048,7.860386937,1.388119005,1.388119005,1.804328853
185.91,8.919496749,6.498906506,7.859758654,1.387999672,1.387999672,1.804173923
185.92,8.919086359,6.498010166,7.85913044,1.38788031,1.38788031,1.804018978
185.93,8.918675992,6.497114027,7.858502295,1.38776092,1.38776092,1.803864019
185.94,8.918265649,6.496218089,7.85787422,1.387641503,1.387641503,1.803709044
185.95,8.91785533,6.495322352,7.857246214,1.387522057,1.387522057,1.803554054
185.96,8.917445035,6.494426816,7.856618278,1.387402583,1.387402583,1.803399049
185.97,8.917034763,6.493531481,7.855990411,1.387283082,1.387283082,1.803244029
185.98,8.916624516,6.492636347,7.855362613,1.387163552,1.387163552,1.803088994
185.99,8.916214292,6.491741415,7.854734884,1.387043995,1.387043995,1.802933945
186,8.915804092,6.490846683,7.854107225,1.38692441,1.38692441,1.80277888
186.01,8.915393916,6.489952152,7.853479635,1.386804797,1.386804797,1.802623801
186.02,8.914983763,6.489057822,7.852852114,1.386685157,1.386685157,1.802468707
186.03,8.914573635,6.488163693,7.852224662,1.386565488,1.386565488,1.802313598
186.04,8.91416353,6.487269765,7.85159728,1.386445792,1.386445792,1.802158475
186.05,8.913753448,6.486376038,7.850969967,1.386326069,1.386326069,1.802003336
186.06,8.913343391,6.485482512,7.850342723,1.386206318,1.386206318,1.801848183
186.07,8.912933357,6.484589186,7.849715549,1.386086539,1.386086539,1.801693016
186.08,8.912523347,6.483696061,7.849088443,1.385966733,1.385966733,1.801537834
186.09,8.912113361,6.482803137,7.848461407,1.385846899,1.385846899,1.801382637
186.1,8.911703399,6.481910413,7.84783444,1.385727038,1.385727038,1.801227426
186.11,8.91129346,6.481017891,7.847207542,1.38560715,1.38560715,1.8010722
186.12,8.910883545,6.480125568,7.846580713,1.385487235,1.385487235,1.80091696
186.13,8.910473654,6.479233447,7.845953954,1.385367292,1.385367292,1.800761705
186.14,8.910063786,6.478341526,7.845327263,1.385247321,1.385247321,1.800606436
186.15,8.909653942,6.477449806,7.844700642,1.385127324,1.385127324,1.800451153
186.16,8.909244122,6.476558286,7.84407409,1.3850073,1.3850073,1.800295855
186.17,8.908834325,6.475666966,7.843447607,1.384887248,1.384887248,1.800140543
